Player,Player_1,Player_2,Winner,Surface
,Berankis R.,Querrey S.,Querrey S.,Hard
,Pella G.,Barrere G.,Pella G.,Hard
,Nishioka Y.,Evans D.,Nishioka Y.,Hard
,Cilic M.,Paire B.,Cilic M.,Hard
,Davidovich Fokina A.,Schwartzman D.,Schwartzman D.,Hard
,Fucsovics M.,Sinner J.,Fucsovics M.,Hard
,Djokovic N.,Ito T.,Djokovic N.,Hard
,Sandgren T.,Berrettini M.,Sandgren T.,Hard
,Tsitsipas S.,Kohlschreiber P.,Tsitsipas S.,Hard
,Dimitrov G.,Paul T.,Paul T.,Hard
,Raonic M.,Garin C.,Raonic M.,Hard
,Polmans M.,Lajovic D.,Lajovic D.,Hard
,Millman J.,Hurkacz H.,Millman J.,Hard
,Mmoh M.,Bautista Agut R.,Bautista Agut R.,Hard
,Fognini F.,Thompson J.,Fognini F.,Hard
,Federer R.,Krajinovic F.,Federer R.,Hard
,Bedene A.,Gulbis E.,Gulbis E.,Hard
,Martinez P.,Medvedev D.,Medvedev D.,Hard
,Thiem D.,Bolt A.,Thiem D.,Hard
,Zverev A.,Gerasimov E.,Zverev A.,Hard
,Popyrin A.,Munar J.,Popyrin A.,Hard
,Karlovic I.,Monfils G.,Monfils G.,Hard
,Rublev A.,Sugita Y.,Rublev A.,Hard
,Basilashvili N.,Verdasco F.,Verdasco F.,Hard
,Tabilo A.,Isner J.,Isner J.,Hard
,Goffin D.,Herbert P.H.,Goffin D.,Hard
,Ymer M.,Khachanov K.,Khachanov K.,Hard
,Gojowczyk P.,Carreno Busta P.,Carreno Busta P.,Hard
,Simon G.,Kyrgios N.,Kyrgios N.,Hard
,Seppi A.,Wawrinka S.,Wawrinka S.,Hard
,Anderson K.,Fritz T.,Fritz T.,Hard
,Nadal R.,Delbonis F.,Nadal R.,Hard
,Lajovic D.,Schwartzman D.,Schwartzman D.,Hard
,Fucsovics M.,Paul T.,Fucsovics M.,Hard
,Cilic M.,Bautista Agut R.,Cilic M.,Hard
,Djokovic N.,Nishioka Y.,Djokovic N.,Hard
,Sandgren T.,Querrey S.,Sandgren T.,Hard
,Tsitsipas S.,Raonic M.,Raonic M.,Hard
,Pella G.,Fognini F.,Fognini F.,Hard
,Federer R.,Millman J.,Federer R.,Hard
,Monfils G.,Gulbis E.,Monfils G.,Hard
,Thiem D.,Fritz T.,Thiem D.,Hard
,Goffin D.,Rublev A.,Rublev A.,Hard
,Nadal R.,Carreno Busta P.,Nadal R.,Hard
,Isner J.,Wawrinka S.,Wawrinka S.,Hard
,Khachanov K.,Kyrgios N.,Kyrgios N.,Hard
,Zverev A.,Verdasco F.,Zverev A.,Hard
,Medvedev D.,Popyrin A.,Medvedev D.,Hard
,Raonic M.,Cilic M.,Raonic M.,Hard
,Djokovic N.,Schwartzman D.,Djokovic N.,Hard
,Sandgren T.,Fognini F.,Sandgren T.,Hard
,Federer R.,Fucsovics M.,Federer R.,Hard
,Monfils G.,Thiem D.,Thiem D.,Hard
,Wawrinka S.,Medvedev D.,Wawrinka S.,Hard
,Kyrgios N.,Nadal R.,Nadal R.,Hard
,Zverev A.,Rublev A.,Zverev A.,Hard
,Sandgren T.,Federer R.,Federer R.,Hard
,Raonic M.,Djokovic N.,Djokovic N.,Hard
,Zverev A.,Wawrinka S.,Zverev A.,Hard
,Nadal R.,Thiem D.,Thiem D.,Hard
,Djokovic N.,Federer R.,Djokovic N.,Hard
,Zverev A.,Thiem D.,Thiem D.,Hard
,Thiem D.,Djokovic N.,Djokovic N.,Hard
