Player_1,Player_2,Winner,Surface
Hood M.,Bruguera S.,Hood M.,Hard
Luxa P.,Ljubicic I.,Ljubicic I.,Hard
Golmard J.,Henman T.,Henman T.,Hard
Safin M.,Pioline C.,Safin M.,Hard
Portas A.,Kiefer N.,Kiefer N.,Hard
Chang M.,Alonso J.,Chang M.,Hard
Ferrero J.C.,Puerta M.,Ferrero J.C.,Hard
Grosjean S.,di Pasquale A.,Grosjean S.,Hard
Corretja A.,Martin A.,Corretja A.,Hard
El Aynaoui Y.,Puerta M.,Puerta M.,Hard
Ferrero J.C.,Dosedel S.,Ferrero J.C.,Hard
Voinea A.,Safin M.,Safin M.,Hard
Federer R.,Johansson T.,Federer R.,Hard
Sekulov J.,Martin A.,Martin A.,Hard
Russell M.,Pozzi G.,Pozzi G.,Hard
Ferrero J.C.,Arazi H.,Ferrero J.C.,Hard
di Pasquale A.,Hrbaty D.,Hrbaty D.,Hard
Gaudio G.,Spottl M.,Gaudio G.,Hard
Lapentti N.,Sargsian S.,Lapentti N.,Hard
Escude N.,Ferrero J.C.,Ferrero J.C.,Hard
Tieleman L.,Vicente F.,Vicente F.,Hard
Norman M.,Wessels P.,Norman M.,Hard
Dupuis A.,Ilie A.,Dupuis A.,Hard
Behrend T.,Alami K.,Alami K.,Hard
Bryan B.,Tieleman L.,Tieleman L.,Hard
Henman T.,Balcells J.,Henman T.,Hard
Safin M.,Ruud C.,Safin M.,Hard
Larsson M.,Ruud C.,Larsson M.,Hard
Gaudio G.,Ulihrach B.,Gaudio G.,Hard
Puerta M.,Clavet F.,Puerta M.,Hard
Haas T.,Etlis G.,Haas T.,Hard
Ilie A.,Costa A.,Ilie A.,Hard
Goldstein P.,Malisse X.,Goldstein P.,Hard
Rusedski G.,Dosedel S.,Dosedel S.,Hard
Pavel A.,Sluiter R.,Pavel A.,Hard
Kafelnikov Y.,Burrieza O.,Kafelnikov Y.,Hard
Haas T.,Salzenstein J.,Haas T.,Hard
Zabaleta M.,Vicente F.,Zabaleta M.,Hard
Ljubicic I.,Safin M.,Ljubicic I.,Hard
Hewitt L.,Woodforde M.,Hewitt L.,Hard
Tillstrom M.,Ivanisevic G.,Tillstrom M.,Hard
Black B.,Larsson M.,Larsson M.,Hard
Spadea V.,Voinea A.,Voinea A.,Hard
Pretzsch A.,Chang M.,Chang M.,Hard
Norman M.,Pozzi G.,Norman M.,Hard
Blanco G.,Sa A.,Blanco G.,Hard
Lapentti N.,Koubek S.,Lapentti N.,Hard
Moya C.,Clavet F.,Moya C.,Hard
El Aynaoui Y.,Norman M.,Norman M.,Hard
Mirnyi M.,Rochus C.,Rochus C.,Hard
Costa A.,Gumy H.,Costa A.,Hard
Hantschk M.,Golmard J.,Golmard J.,Hard
Saulnier C.,Enqvist T.,Enqvist T.,Hard
Alonso J.,Arazi H.,Arazi H.,Hard
Moya C.,Rosset M.,Moya C.,Hard
Golmard J.,Woodruff C.,Golmard J.,Hard
Alami K.,Norman M.,Alami K.,Clay
Alami K.,Johansson T.,Alami K.,Clay
Ferrero J.C.,Chang M.,Chang M.,Clay
Kuerten G.,Safin M.,Kuerten G.,Clay
El Aynaoui Y.,Etlis G.,El Aynaoui Y.,Clay
Popp A.,Squillari F.,Squillari F.,Clay
Zabaleta M.,Henman T.,Zabaleta M.,Clay
Squillari F.,Norman M.,Norman M.,Clay
Novak J.,Bastl G.,Bastl G.,Clay
Federer R.,Kratochvil M.,Federer R.,Clay
Schuettler R.,Ferreira W.,Ferreira W.,Clay
Mantilla F.,Safin M.,Mantilla F.,Clay
Popp A.,Pozzi G.,Pozzi G.,Clay
Novak J.,Federer R.,Novak J.,Clay
Bjorkman J.,Safin M.,Safin M.,Clay
Norman M.,Chang M.,Norman M.,Clay
Pioline C.,Tarango J.,Pioline C.,Clay
Squillari F.,Puerta M.,Puerta M.,Clay
Rios M.,Clavet F.,Rios M.,Clay
Spadea V.,El Aynaoui Y.,El Aynaoui Y.,Clay
Vacek D.,Vicente F.,Vacek D.,Clay
Rochus C.,Coria G.,Coria G.,Clay
Clavet F.,Chela J.I.,Clavet F.,Clay
Dupuis A.,Sanguinetti D.,Sanguinetti D.,Clay
Jonsson F.,Salzenstein J.,Salzenstein J.,Clay
Chela J.I.,Puerta M.,Chela J.I.,Clay
Pozzi G.,Siemerink J.,Pozzi G.,Clay
Black B.,Rusedski G.,Rusedski G.,Clay
Huet S.,Ilie A.,Ilie A.,Clay
Bjorkman J.,Pozzi G.,Pozzi G.,Clay
Gumy H.,Chang M.,Chang M.,Clay
Enqvist T.,Corretja A.,Corretja A.,Clay
Kucera K.,Novak J.,Kucera K.,Clay
Boutter J.,Sargsian S.,Boutter J.,Clay
Pioline C.,Pavel A.,Pavel A.,Clay
Bruguera S.,El Aynaoui Y.,El Aynaoui Y.,Clay
Santoro F.,Wessels P.,Santoro F.,Clay
Pioline C.,Paes L.,Pioline C.,Clay
Ljubicic I.,Larsson M.,Larsson M.,Clay
Kuerten G.,Puerta M.,Puerta M.,Clay
di Pasquale A.,Stanoytchev O.,Stanoytchev O.,Clay
Arthurs W.,Vanek J.,Vanek J.,Clay
Fromberg R.,Norman M.,Norman M.,Clay
Mantilla F.,Dosedel S.,Dosedel S.,Clay
Kafelnikov Y.,El Aynaoui Y.,Kafelnikov Y.,Clay
Sargsian S.,Mantilla F.,Mantilla F.,Clay
Clavet F.,Ilie A.,Clavet F.,Clay
Costa A.,Clavet F.,Costa A.,Clay
Berasategui A.,Corretja A.,Corretja A.,Clay
Agenor R.,Stanoytchev O.,Stanoytchev O.,Clay
Boutter J.,Manta L.,Boutter J.,Clay
van Lottum J.,Blanco G.,van Lottum J.,Clay
Meligeni F.,Bruguera S.,Meligeni F.,Clay
Henman T.,Zabaleta M.,Zabaleta M.,Clay
Tabara M.,Gustafsson M.,Tabara M.,Clay
Bjorkman J.,Schalken S.,Schalken S.,Clay
Mantilla F.,Black B.,Mantilla F.,Clay
Bastl G.,Stanoytchev O.,Stanoytchev O.,Clay
Ivanisevic G.,Philippoussis M.,Ivanisevic G.,Clay
di Pasquale A.,Gaudio G.,Gaudio G.,Clay
Tillstrom M.,Bastl G.,Bastl G.,Clay
Llodra M.,Rochus C.,Llodra M.,Clay
Rochus C.,Costa A.,Rochus C.,Hard
Chang M.,Srichaphan P.,Chang M.,Hard
Moya C.,Goellner M.K.,Moya C.,Hard
Rusedski G.,Vicente F.,Vicente F.,Hard
Stoltenberg J.,Vinck C.,Stoltenberg J.,Hard
Massu N.,Hood M.,Hood M.,Hard
Browne F.,Grosjean S.,Grosjean S.,Hard
Coria G.,Moya C.,Moya C.,Hard
Rosset M.,Bruguera S.,Bruguera S.,Hard
Ketola T.,Ogorodov O.,Ketola T.,Hard
Norman M.,Portas A.,Norman M.,Hard
Norman M.,Kiefer N.,Norman M.,Hard
Norman M.,El Aynaoui Y.,Norman M.,Hard
Woodforde M.,Sanguinetti D.,Woodforde M.,Hard
Srichaphan P.,Lareau S.,Srichaphan P.,Hard
Prieto S.,Balcells J.,Prieto S.,Hard
di Pasquale A.,Lopez-Moron A.,di Pasquale A.,Hard
Burrieza O.,Henman T.,Henman T.,Hard
El Aynaoui Y.,Zabaleta M.,El Aynaoui Y.,Hard
Hantschk M.,Gumy H.,Hantschk M.,Hard
Koubek S.,Hewitt L.,Hewitt L.,Hard
Vacek D.,Enqvist T.,Enqvist T.,Hard
Henman T.,Alami K.,Henman T.,Hard
Puerta M.,Squillari F.,Puerta M.,Hard
Lisnard J.,El Aynaoui Y.,El Aynaoui Y.,Hard
Saulnier C.,Haas T.,Haas T.,Hard
Vanek J.,Rodriguez M.,Rodriguez M.,Hard
Damm M.,Bastl G.,Damm M.,Hard
Hipfl M.,Goellner M.K.,Hipfl M.,Hard
Diaz J.,Jonsson F.,Jonsson F.,Hard
Viloca J.A.,Moya C.,Moya C.,Hard
Tarango J.,Martin A.,Martin A.,Hard
Chela J.I.,Henman T.,Chela J.I.,Hard
Browne F.,Behrend T.,Browne F.,Hard
Woodruff C.,Woodforde M.,Woodruff C.,Hard
Ilie A.,Tarango J.,Ilie A.,Hard
Rusedski G.,Haas T.,Haas T.,Hard
Safin M.,Gaudio G.,Gaudio G.,Hard
Motomura G.,Grosjean S.,Grosjean S.,Hard
Alonso J.,Mamiit C.,Mamiit C.,Hard
Marin J.A.,Schalken S.,Marin J.A.,Hard
Mantilla F.,Lapentti N.,Lapentti N.,Hard
Massu N.,Norman M.,Norman M.,Hard
Ilie A.,Sa A.,Sa A.,Hard
Bruguera S.,Sargsian S.,Bruguera S.,Hard
Blanco G.,Schalken S.,Blanco G.,Hard
Federer R.,Pavel A.,Pavel A.,Hard
Ljubicic I.,Canas G.,Canas G.,Hard
Tieleman L.,Ivanisevic G.,Ivanisevic G.,Hard
Navarro S.,Grosjean S.,Navarro S.,Hard
Roddick A.,Tieleman L.,Tieleman L.,Hard
Hewitt L.,Black B.,Black B.,Hard
Rodriguez M.,Gonzalez F.,Gonzalez F.,Hard
Martin A.,Novak J.,Novak J.,Hard
Berasategui A.,Al-Alawi S.K.,Berasategui A.,Hard
Larsson M.,Stoltenberg J.,Stoltenberg J.,Hard
Vanek J.,Tarango J.,Tarango J.,Hard
Martin A.,Kiefer N.,Kiefer N.,Hard
Henman T.,Zabaleta M.,Henman T.,Hard
Bastl G.,Berasategui A.,Bastl G.,Hard
Black W.,Berasategui A.,Black W.,Hard
Zabaleta M.,Mantilla F.,Zabaleta M.,Hard
Stoltenberg J.,Ljubicic I.,Stoltenberg J.,Hard
Puerta M.,Chela J.I.,Puerta M.,Hard
Escude N.,Pavel A.,Pavel A.,Hard
El Aynaoui Y.,Gaudio G.,El Aynaoui Y.,Hard
Coria G.,Ferreira W.,Ferreira W.,Hard
Lapentti N.,Ljubicic I.,Lapentti N.,Hard
Rios M.,Chang M.,Rios M.,Hard
Safin M.,Hrbaty D.,Hrbaty D.,Hard
Caratti C.,Heuberger I.,Caratti C.,Hard
Woodforde M.,Alonso J.,Woodforde M.,Hard
Woodruff C.,Calatrava A.,Calatrava A.,Hard
Sampras P.,Corretja A.,Corretja A.,Hard
Meligeni F.,Koubek S.,Koubek S.,Hard
Medvedev A.,Henman T.,Medvedev A.,Hard
Stanoytchev O.,Hantschk M.,Stanoytchev O.,Hard
Squillari F.,Lapentti N.,Squillari F.,Hard
Ruud C.,Johansson T.,Johansson T.,Hard
Gaudenzi A.,Meligeni F.,Meligeni F.,Hard
Tillstrom M.,Clavet F.,Tillstrom M.,Hard
Santoro F.,Henman T.,Henman T.,Hard
Bruguera S.,Balcells J.,Balcells J.,Hard
Prinosil D.,Clavet F.,Clavet F.,Hard
Black B.,El Aynaoui Y.,Black B.,Hard
Woodruff C.,Fromberg R.,Woodruff C.,Hard
Vicente F.,Henman T.,Vicente F.,Hard
Black B.,Alami K.,Black B.,Hard
Diaz J.,Alvarez E.,Alvarez E.,Hard
Chela J.I.,Koubek S.,Chela J.I.,Hard
Escude N.,Vinck C.,Escude N.,Hard
Gambill J.M.,Voinea A.,Gambill J.M.,Hard
Lapentti N.,Prinosil D.,Prinosil D.,Hard
Mamiit C.,Gimelstob J.,Gimelstob J.,Hard
Malisse X.,van Lottum J.,Malisse X.,Hard
Sampras P.,Dosedel S.,Sampras P.,Hard
Tieleman L.,Hernandez A.,Hernandez A.,Hard
Safin M.,Bastl G.,Safin M.,Hard
Ferrero J.C.,Bastl G.,Bastl G.,Hard
Gambill J.M.,Federer R.,Federer R.,Hard
El Aynaoui Y.,Portas A.,El Aynaoui Y.,Hard
Clement A.,Rusedski G.,Rusedski G.,Hard
Safin M.,Escude N.,Escude N.,Hard
Pioline C.,Novak J.,Pioline C.,Hard
Calleri A.,Sargsian S.,Calleri A.,Hard
Courier J.,Taino E.,Courier J.,Hard
Cherkasov A.,Arazi H.,Cherkasov A.,Hard
Mirnyi M.,Agenor R.,Mirnyi M.,Hard
Enqvist T.,Ivanisevic G.,Ivanisevic G.,Hard
Gumy H.,Vinciguerra A.,Vinciguerra A.,Hard
Balcells J.,Haas T.,Balcells J.,Hard
Ferrero J.C.,Larsson M.,Larsson M.,Hard
Kucera K.,Squillari F.,Squillari F.,Hard
Rodriguez M.,Vicente F.,Vicente F.,Hard
Agassi A.,Schalken S.,Agassi A.,Hard
Mamiit C.,Norman M.,Norman M.,Hard
Grosjean S.,Novak J.,Grosjean S.,Hard
Saulnier C.,Eschauer W.,Eschauer W.,Hard
Moya C.,Lapentti N.,Lapentti N.,Hard
Rosset M.,Henman T.,Henman T.,Hard
Fromberg R.,Clement A.,Fromberg R.,Hard
Canas G.,Meligeni F.,Canas G.,Hard
Etlis G.,Ivanisevic G.,Etlis G.,Hard
Rosset M.,van Lottum J.,Rosset M.,Hard
Sampras P.,Philippoussis M.,Philippoussis M.,Hard
Spadea V.,Rios M.,Rios M.,Hard
Agassi A.,Pavel A.,Agassi A.,Hard
Vicente F.,Kafelnikov Y.,Kafelnikov Y.,Hard
Hewitt L.,Zabaleta M.,Zabaleta M.,Hard
Lisnard J.,Tebbutt M.,Lisnard J.,Hard
Safin M.,Vinciguerra A.,Vinciguerra A.,Hard
Chang M.,Sell M.,Chang M.,Hard
Dupuis A.,El Aynaoui Y.,El Aynaoui Y.,Hard
Ilie A.,Marin J.A.,Ilie A.,Hard
Kiefer N.,Caratti C.,Kiefer N.,Hard
Johansson T.,Damm M.,Damm M.,Hard
Sa A.,Goldstein P.,Goldstein P.,Hard
Hantschk M.,Hewitt L.,Hewitt L.,Hard
Corretja A.,Novak J.,Corretja A.,Hard
Safin M.,Blanco G.,Safin M.,Hard
Martin T.,Vicente F.,Vicente F.,Hard
Enqvist T.,Sampras P.,Enqvist T.,Hard
Bjorkman J.,Norman M.,Norman M.,Hard
Clavet F.,Ferrero J.C.,Ferrero J.C.,Hard
Black W.,Gambill J.M.,Black W.,Hard
Norman M.,Kuerten G.,Kuerten G.,Hard
Clavet F.,Gaudio G.,Gaudio G.,Hard
Norman M.,Schalken S.,Norman M.,Hard
Hantschk M.,Zib T.,Hantschk M.,Hard
Haas T.,Ferreira W.,Haas T.,Hard
Roux L.,Grosjean S.,Grosjean S.,Hard
Ilie A.,Stanoytchev O.,Ilie A.,Hard
Coutelot N.,Tarango J.,Tarango J.,Hard
Giner J.,Portas A.,Portas A.,Hard
Costa A.,Kuerten G.,Kuerten G.,Hard
Ruud C.,Vinciguerra A.,Ruud C.,Hard
Caratti C.,Moya C.,Moya C.,Hard
Martin A.,Tieleman L.,Tieleman L.,Hard
Enqvist T.,Rochus C.,Enqvist T.,Hard
Woodruff C.,Hewitt L.,Hewitt L.,Hard
Sanguinetti D.,Kafelnikov Y.,Kafelnikov Y.,Hard
Ruud C.,Alami K.,Alami K.,Hard
Behrend T.,Schalken S.,Schalken S.,Hard
Marin J.A.,Lopez F.,Marin J.A.,Hard
Johansson T.,Prinosil D.,Prinosil D.,Hard
Squillari F.,Woodforde M.,Squillari F.,Hard
Chang M.,Medvedev A.,Chang M.,Hard
Arazi H.,Fromberg R.,Arazi H.,Hard
Martin A.,Ferrero J.C.,Ferrero J.C.,Hard
Novak J.,Gaudio G.,Gaudio G.,Hard
Squillari F.,Damm M.,Squillari F.,Hard
Sa A.,Koubek S.,Koubek S.,Hard
Grosjean S.,Enqvist T.,Enqvist T.,Hard
Nielsen M.,Gustafsson M.,Gustafsson M.,Hard
Philippoussis M.,Agassi A.,Agassi A.,Hard
Kuerten G.,Portas A.,Kuerten G.,Hard
Golmard J.,Kuerten G.,Kuerten G.,Hard
Gonzalez F.,Dupuis A.,Gonzalez F.,Hard
Vacek D.,Rios M.,Rios M.,Hard
Schalken S.,Rafter P.,Rafter P.,Hard
Rosset M.,Grosjean S.,Rosset M.,Hard
Manta L.,Zib T.,Manta L.,Hard
Ferrero J.C.,Safin M.,Safin M.,Hard
Gaudio G.,Mantilla F.,Gaudio G.,Hard
Mantilla F.,Safin M.,Safin M.,Hard
Gambill J.M.,Schuettler R.,Schuettler R.,Hard
Pavel A.,Costa A.,Costa A.,Hard
Gaudenzi A.,Sluiter R.,Sluiter R.,Hard
Squillari F.,Ferrero J.C.,Ferrero J.C.,Hard
van Lottum J.,Kratochvil M.,Kratochvil M.,Clay
Haas T.,Hewitt L.,Hewitt L.,Clay
Spadea V.,Martin A.,Martin A.,Clay
Ivanisevic G.,Costa A.,Costa A.,Clay
Kafelnikov Y.,Schalken S.,Schalken S.,Clay
Vicente F.,Agenor R.,Vicente F.,Clay
Gaudio G.,Luxa P.,Gaudio G.,Clay
Martin T.,Srichaphan P.,Martin T.,Clay
Guardiola T.,Santoro F.,Santoro F.,Clay
Ferrero J.C.,Balcells J.,Balcells J.,Clay
Escude N.,Huet S.,Escude N.,Clay
Tillstrom M.,Puerta M.,Tillstrom M.,Clay
Tillstrom M.,Lareau S.,Tillstrom M.,Clay
Dupuis A.,Agassi A.,Agassi A.,Clay
Norman M.,Safin M.,Safin M.,Clay
Schuettler R.,Novak J.,Novak J.,Clay
Schuettler R.,Vinciguerra A.,Vinciguerra A.,Clay
Squillari F.,Mirnyi M.,Squillari F.,Clay
Saulnier C.,Schuettler R.,Saulnier C.,Clay
Dosedel S.,Woodruff C.,Woodruff C.,Clay
Rodriguez M.,Black B.,Black B.,Clay
Woodforde M.,Clavet F.,Clavet F.,Clay
Lapentti N.,Escude N.,Lapentti N.,Clay
Moya C.,Ferrero J.C.,Ferrero J.C.,Clay
Henman T.,Calleri A.,Henman T.,Clay
Marin J.A.,Escude N.,Escude N.,Clay
Rosset M.,Medvedev A.,Medvedev A.,Clay
Ulihrach B.,Agenor R.,Ulihrach B.,Clay
Stoltenberg J.,Hewitt L.,Hewitt L.,Clay
Chang M.,Ilie A.,Ilie A.,Clay
Diaz J.,di Pasquale A.,di Pasquale A.,Clay
Berasategui A.,Vanek J.,Vanek J.,Clay
Rusedski G.,Sampras P.,Sampras P.,Clay
Damm M.,Kucera K.,Kucera K.,Clay
Kafelnikov Y.,Norman M.,Kafelnikov Y.,Clay
Federer R.,Santoro F.,Federer R.,Clay
Escude N.,Rios M.,Rios M.,Clay
Ferrero J.C.,Damm M.,Ferrero J.C.,Clay
Kim K.,Alonso J.,Alonso J.,Clay
Chang M.,Tillstrom M.,Tillstrom M.,Clay
Clavet F.,Arthurs W.,Arthurs W.,Clay
Golmard J.,Pioline C.,Pioline C.,Clay
El Aarej M.,di Pasquale A.,di Pasquale A.,Clay
Black B.,Rosset M.,Rosset M.,Clay
Rusedski G.,Medvedev A.,Rusedski G.,Clay
Corretja A.,Clavet F.,Clavet F.,Clay
Sargsian S.,Norman M.,Norman M.,Clay
Dosedel S.,Pioline C.,Pioline C.,Clay
Alonso J.,Puerta M.,Puerta M.,Clay
Hrbaty D.,Rosset M.,Rosset M.,Clay
Ivanisevic G.,Spadea V.,Ivanisevic G.,Clay
Koubek S.,Pozzi G.,Pozzi G.,Clay
Hewitt L.,Gambill J.M.,Hewitt L.,Clay
Grosjean S.,Medvedev A.,Grosjean S.,Clay
Srichaphan P.,Siemerink J.,Srichaphan P.,Clay
Federer R.,Rosset M.,Rosset M.,Clay
Gonzalez F.,Srichaphan P.,Gonzalez F.,Clay
Paes L.,Boutter J.,Paes L.,Clay
Sanguinetti D.,Ferrero J.C.,Ferrero J.C.,Clay
Schalken S.,Mantilla F.,Mantilla F.,Clay
Marin J.A.,Portas A.,Marin J.A.,Clay
Golmard J.,Norman M.,Norman M.,Clay
Safin M.,Norman M.,Norman M.,Clay
MacPhie B.,Manta L.,MacPhie B.,Clay
Chang M.,Boutter J.,Boutter J.,Clay
Schalken S.,Sargsian S.,Sargsian S.,Clay
Sanguinetti D.,Fromberg R.,Fromberg R.,Clay
Corretja A.,Santoro F.,Corretja A.,Clay
Siemerink J.,Golmard J.,Golmard J.,Clay
Mirnyi M.,Arazi H.,Arazi H.,Clay
Woodbridge T.,Zabaleta M.,Zabaleta M.,Clay
Clavet F.,Philippoussis M.,Philippoussis M.,Clay
Cortes J.,Puerta M.,Puerta M.,Clay
Koubek S.,Goldstein P.,Koubek S.,Clay
Chang M.,Mamiit C.,Chang M.,Clay
Bruguera S.,Federer R.,Bruguera S.,Clay
El Aynaoui Y.,Fromberg R.,El Aynaoui Y.,Clay
Hrbaty D.,Corretja A.,Hrbaty D.,Clay
Kafelnikov Y.,Canas G.,Kafelnikov Y.,Clay
Blanco G.,El Aynaoui Y.,El Aynaoui Y.,Clay
Dosedel S.,Gross O.,Dosedel S.,Clay
Gambill J.M.,Gimelstob J.,Gimelstob J.,Clay
Tabara M.,Ullyett K.,Ullyett K.,Clay
Goellner M.K.,Lapentti N.,Lapentti N.,Clay
Medvedev A.,Hipfl M.,Medvedev A.,Clay
Hewitt L.,Voinea A.,Hewitt L.,Clay
Spadea V.,Vinciguerra A.,Vinciguerra A.,Clay
Kulti N.,Vinck C.,Vinck C.,Clay
Stanoytchev O.,Lareau S.,Stanoytchev O.,Clay
Zib T.,Ilie A.,Ilie A.,Clay
Pozzi G.,Grosjean S.,Grosjean S.,Clay
Chang M.,Ilie A.,Ilie A.,Clay
Enqvist T.,Voinea A.,Enqvist T.,Clay
Philippoussis M.,Haas T.,Philippoussis M.,Clay
Haas T.,Rios M.,Haas T.,Clay
Alami K.,Kiefer N.,Kiefer N.,Clay
Escude N.,Trifu G.,Escude N.,Clay
Woodbridge T.,Gumy H.,Gumy H.,Clay
Novak J.,Arazi H.,Novak J.,Clay
Kohlmann M.,Rios M.,Rios M.,Clay
Huet S.,Black B.,Black B.,Clay
Sluiter R.,Philippoussis M.,Philippoussis M.,Clay
di Pasquale A.,Sampras P.,di Pasquale A.,Clay
Grosjean S.,Puerta M.,Grosjean S.,Clay
Vanek J.,Wessels P.,Vanek J.,Clay
Mantilla F.,Puerta M.,Puerta M.,Clay
Lapentti N.,Mantilla F.,Lapentti N.,Clay
Dupuis A.,Rodriguez M.,Dupuis A.,Clay
Kiefer N.,Pioline C.,Pioline C.,Clay
Pioline C.,Sanguinetti D.,Pioline C.,Clay
Pioline C.,Black W.,Pioline C.,Clay
Santoro F.,Henman T.,Santoro F.,Clay
Chang M.,Johansson T.,Chang M.,Clay
Kafelnikov Y.,Knippschild J.,Kafelnikov Y.,Clay
Ljubicic I.,Fahlke A.,Ljubicic I.,Clay
Furlan R.,Puerta M.,Puerta M.,Clay
Prinosil D.,Pavel A.,Pavel A.,Clay
Massu N.,Zib T.,Zib T.,Clay
Kiefer N.,Burgsmuller L.,Kiefer N.,Clay
Johansson T.,Enqvist T.,Enqvist T.,Clay
Portas A.,Gaudenzi A.,Portas A.,Clay
Calleri A.,Medvedev A.,Medvedev A.,Clay
Squillari F.,Costa A.,Squillari F.,Clay
Kiefer N.,Gambill J.M.,Gambill J.M.,Clay
Kafelnikov Y.,Vacek D.,Kafelnikov Y.,Clay
Gambill J.M.,Philippoussis M.,Gambill J.M.,Clay
Martin A.,Puerta M.,Puerta M.,Clay
Voinea A.,Ljubicic I.,Ljubicic I.,Clay
Draper S.,Norman M.,Norman M.,Clay
Chela J.I.,Mota B.,Chela J.I.,Clay
Browne F.,Koubek S.,Koubek S.,Clay
Vinciguerra A.,Sanguinetti D.,Sanguinetti D.,Clay
Gaudio G.,Hewitt L.,Hewitt L.,Clay
Hantschk M.,Sabau R.,Hantschk M.,Clay
Hipfl M.,Novak J.,Novak J.,Clay
Tarango J.,Krajicek R.,Krajicek R.,Clay
Hipfl M.,Srichaphan P.,Hipfl M.,Clay
Clavet F.,Kafelnikov Y.,Clavet F.,Clay
Agassi A.,Kafelnikov Y.,Agassi A.,Clay
Schuettler R.,Ulihrach B.,Ulihrach B.,Clay
Agassi A.,Arazi H.,Agassi A.,Clay
Sa A.,Szymanski J.,Sa A.,Clay
Costa A.,Safin M.,Safin M.,Clay
Lapentti N.,Safin M.,Safin M.,Clay
Gaudio G.,Garcia A.,Gaudio G.,Clay
Gambill J.M.,Norman M.,Gambill J.M.,Clay
Puentes G.,Santoro F.,Santoro F.,Clay
Escude N.,Vinciguerra A.,Escude N.,Clay
Pioline C.,Medvedev A.,Pioline C.,Clay
Tillstrom M.,Krajicek R.,Krajicek R.,Clay
Tahiri M.,Rochus C.,Rochus C.,Clay
Lapentti N.,Kuerten G.,Kuerten G.,Clay
Schuettler R.,Henman T.,Henman T.,Clay
Fish M.,Haas T.,Haas T.,Clay
Rios M.,Mantilla F.,Mantilla F.,Clay
Corretja A.,Costa A.,Costa A.,Clay
Tillstrom M.,Portas A.,Tillstrom M.,Clay
Escude N.,Pioline C.,Escude N.,Clay
di Pasquale A.,Zib T.,di Pasquale A.,Clay
Portas A.,Balcells J.,Portas A.,Clay
Escude N.,Henman T.,Escude N.,Clay
Rosset M.,Kafelnikov Y.,Rosset M.,Clay
Ferrero J.C.,Tieleman L.,Ferrero J.C.,Clay
Enqvist T.,Kucera K.,Enqvist T.,Clay
Kroslak J.,Massu N.,Massu N.,Clay
Kiefer N.,Canas G.,Kiefer N.,Clay
Kucera K.,Agassi A.,Kucera K.,Clay
Levy H.,Sargsian S.,Sargsian S.,Clay
Hantschk M.,Zib T.,Zib T.,Clay
Corretja A.,Federer R.,Corretja A.,Clay
Corretja A.,Squillari F.,Corretja A.,Clay
Tabara M.,Tarango J.,Tarango J.,Clay
Tarango J.,Haas T.,Haas T.,Clay
Zabaleta M.,Federer R.,Zabaleta M.,Clay
Grosjean S.,Schalken S.,Grosjean S.,Clay
Koubek S.,Ilie A.,Ilie A.,Clay
Russell M.,Armando H.,Russell M.,Clay
Sanguinetti D.,Portas A.,Portas A.,Clay
Safin M.,Vinciguerra A.,Vinciguerra A.,Clay
Safin M.,Puerta M.,Safin M.,Clay
Bastl G.,Tillstrom M.,Tillstrom M.,Clay
Mantilla F.,Black W.,Mantilla F.,Clay
Hewitt L.,Puerta M.,Hewitt L.,Clay
Canas G.,Schuettler R.,Schuettler R.,Clay
Alami K.,Llodra M.,Alami K.,Clay
Alami K.,Costa A.,Alami K.,Clay
Larsson M.,Sa A.,Larsson M.,Clay
Petrovic D.,Huet S.,Petrovic D.,Clay
Agenor R.,Sa A.,Sa A.,Clay
Marin J.A.,Hipfl M.,Marin J.A.,Clay
Escude N.,Arazi H.,Arazi H.,Clay
Alami K.,Rusedski G.,Rusedski G.,Clay
Hewitt L.,Corretja A.,Hewitt L.,Clay
Marin J.A.,Mirnyi M.,Mirnyi M.,Clay
El Aynaoui Y.,Squillari F.,Squillari F.,Clay
Rios M.,Puerta M.,Rios M.,Clay
Stoltenberg J.,Hewitt L.,Hewitt L.,Clay
Nestor D.,Lareau S.,Nestor D.,Clay
Novak J.,Ilie A.,Ilie A.,Clay
Medvedev A.,Gambill J.M.,Medvedev A.,Clay
Gambill J.M.,Ljubicic I.,Gambill J.M.,Clay
Mirnyi M.,Dent T.,Mirnyi M.,Clay
Larsson M.,Federer R.,Federer R.,Clay
Chang M.,Gustafsson M.,Chang M.,Clay
Corretja A.,Kuerten G.,Kuerten G.,Clay
Grosjean S.,Medvedev A.,Medvedev A.,Clay
van Lottum J.,Santoro F.,Santoro F.,Clay
Vicente F.,Zib T.,Vicente F.,Clay
Safin M.,Kroslak J.,Safin M.,Clay
Koubek S.,Gambill J.M.,Koubek S.,Clay
Squillari F.,Schalken S.,Schalken S.,Clay
Sargsian S.,Clement A.,Sargsian S.,Clay
Vacek D.,Schuettler R.,Schuettler R.,Clay
Dosedel S.,Corretja A.,Corretja A.,Clay
Ivanisevic G.,Pioline C.,Ivanisevic G.,Clay
Ferreira W.,Salzenstein J.,Ferreira W.,Clay
Pavel A.,Enqvist T.,Enqvist T.,Clay
Rusedski G.,Sampras P.,Sampras P.,Clay
Goldstein P.,Clavet F.,Goldstein P.,Clay
Squillari F.,Sirianni J.,Squillari F.,Clay
